"id","TYPE","gender","NAME","description","icon_id","part","is_up_to_up","power_require"
"880","29","3","Cua rang me","Tặng cho Whis hoặc ăn vào để tăng 5% sức đánh trong vòng 10 phút","8060","-1","0","0"
"881","29","3","Bạch tuộc nướng","Tặng cho Whis hoặc ăn vào để tăng 5% sát thương khi chí mạng trong vòng 10 phút","8061","-1","0","0"
"882","29","3","Tôm tẩm bột chiên xù","Tặng cho Whis hoặc ăn vào để tăng 5% HP trong vòng 10 phút","8062","-1","0","0"
"883","5","3","Cải trang Black Gohan Rose","YTB KhanhDTK","8095","-1","0","0"
"884","5","3","Cải trang Hit","YTB KhanhDTK","4969","-1","0","0"
"885","5","3","Cải trang Lích Tên","YTB KhanhDTK","8147","-1","0","0"
"886","27","3","Trứng vịt muối","YTB KhanhDTK","8130","-1","0","0"
"887","27","3","Gà quay nguyên con","YTB KhanhDTK","8129","-1","0","0"
"888","27","3","Bột mì","YTB KhanhDTK","7069","-1","0","0"
"889","27","3","Đậu xanh","YTB KhanhDTK","7070","-1","0","0"
"890","27","3","Bánh trung thu Gà quay","YTB KhanhDTK","8132","-1","0","0"
"891","27","3","Bánh trung thu thập cẩm","YTB KhanhDTK","8131","-1","0","0"
"892","21","3","Thỏ xám","YTB KhanhDTK","8139","-1","0","0"
"893","21","3","Thỏ trắng","YTB KhanhDTK","8146","-1","0","0"
"894","5","0","Avatar","Dùng để thay đổi khuôn mặt","8201","900","0","0"
"895","5","1","Avatar","Dùng để thay đổi khuôn mặt","8205","902","0","0"
"896","5","2","Avatar","Dùng để thay đổi khuôn mặt","8203","901","0","0"
"897","23","3","Rùa bay","YTB KhanhDTK. Dùng để bay phục hồi HP, KI","8210","9","0","0"
"898","5","3","Cải trang Zamasu","YTB KhanhDTK","8211","-1","0","0"
"899","29","3","Kẹo một mắt","Vật phẩm sự kiện","8243","-1","0","0"
"900","29","3","Súp bí hắc ám","Vật phẩm sự kiện","8244","-1","0","0"
"901","27","3","Kẹo bàn tay","YTB KhanhDTK","8245","-1","0","0"
"902","29","3","Bánh gato nhện","YTB KhanhDTK. Ăn vào +10% giáp trong vòng 30 phút.","8246","-1","0","0"
"903","29","3","Hamburger sâu","Vật phẩm sự kiện","8247","-1","0","0"
"904","5","3","Cải trang Black Goku SSJ White","YTB KhanhDTK","8248","-1","0","0"
"905","5","0","Cải trang Siêu Thần Trái Đất","YTB KhanhDTK","8283","-1","0","0"
"906","5","3","Cải trang Mighty Mask","YTB KhanhDTK","8251","-1","0","0"
"907","5","1","Cải trang Siêu thần Namếc","YTB KhanhDTK","8315","-1","0","0"
"908","27","3","Ma phong ba","YTB KhanhDTK","8185","-1","0","0"
"909","27","3","Thần chết cute","YTB KhanhDTK","8200","-1","0","0"
"910","27","3","Bí ngô nhí nhảnh","YTB KhanhDTK","8192","-1","0","0"
"911","5","2","Cải trang Siêu Thần Xayda","YTB KhanhDTK","5087","-1","0","0"
"912","5","3","Cải trang Gohan áo xanh","YTB KhanhDTK","8347","-1","0","0"
"913","5","3","Cải trang Póc áo đỏ","YTB KhanhDTK","8379","-1","0","0"
"914","5","3","Cải trang Búp bê Arale","YTB KhanhDTK","8411","-1","0","0"
"915","27","3","Capsule Squid Game","YTB KhanhDTK","8443","-1","0","0"
"916","21","3","Lính bảo vệ tam giác","YTB KhanhDTK","8446","-1","0","0"
"917","21","3","Lính bảo vệ vuông","YTB KhanhDTK","8445","-1","0","0"
"918","21","3","Lính bảo vệ tròn","YTB KhanhDTK","8444","-1","0","0"
"919","21","3","Búp bê","YTB KhanhDTK","8472","-1","0","0"
"920","23","3","Gậy như ý","YTB KhanhDTK. Dùng để bay phục hồi HP, KI","8482","10","0","0"
"921","27","3","Bông tai Porata","Sử dụng để hợp thể với đệ tử","7993","-1","0","1500000"
"922","5","0","Cải trang Goku Noel","YTB KhanhDTK","8483","-1","0","0"
"923","5","1","Cải trang Pico Noel","YTB KhanhDTK","8545","-1","0","0"
"924","5","2","Cải trang Ca đíc Noel","YTB KhanhDTK","8514","-1","0","0"
"925","12","3","Ngọc rồng băng 1 sao","Thu thập để ước Rồng Băng","8579","-1","0","0"
"926","12","3","Ngọc rồng băng 2 sao","Thu thập để ước Rồng Băng","8580","-1","0","0"
"927","12","3","Ngọc rồng băng 3 sao","Thu thập để ước Rồng Băng","8581","-1","0","0"
"928","12","3","Ngọc rồng băng 4 sao","Thu thập để ước Rồng Băng","8582","-1","0","0"
"929","12","3","Ngọc rồng băng 5 sao","Thu thập để ước Rồng Băng","8583","-1","0","0"
"930","12","3","Ngọc rồng băng 6 sao","Thu thập để ước Rồng Băng","8584","-1","0","0"
"931","12","3","Ngọc rồng băng 7 sao","Thu thập để ước Rồng Băng","8585","-1","0","0"
"932","5","3","Cải trang Uub","Cải trang thành Uub (chỉ dành cho đệ tử)","8586","-1","0","0"
"933","27","3","Mảnh vỡ bông tai","Dùng để nâng cấp bông tai Porata","8618","-1","0","0"
"934","27","3","Mảnh hồn bông tai","Dùng để nâng cấp bông tai Porata","8619","-1","0","0"
"935","27","3","Đá xanh lam","Dùng để nâng cấp bông tai Porata","8620","-1","0","0"
"936","21","3","Tuần lộc nhí","YTB KhanhDTK","8652","-1","0","0"
"937","5","3","Cải trang Mabư Noel","YTB KhanhDTK","8621","-1","0","0"
"938","5","0","Cải trang Goku thời trang","YTB KhanhDTK","8662","-1","0","0"
"939","5","1","Cải trang Pôcôlô thời trang","YTB KhanhDTK","8724","-1","0","0"
"940","5","2","Cải trang Ca Đíc thời trang","YTB KhanhDTK","8693","-1","0","0"
"941","5","3","Nón Hổ vàng","Dùng để thay đổi khuôn mặt","8758","965","0","0"
"942","21","3","Hổ mặp vàng","YTB KhanhDTK","8768","-1","0","0"
"943","21","3","Hổ mặp trắng","YTB KhanhDTK","8776","-1","0","0"
"944","21","3","Hổ mặp xanh","YTB KhanhDTK","8784","-1","0","0"
"945","5","3","Cải trang Goku Tarzan","YTB KhanhDTK","8785","-1","0","0"
"946","5","3","Nón Hổ trắng","Dùng để thay đổi khuôn mặt","8818","979","0","0"
"947","5","3","Nón Hổ xanh","Dùng để thay đổi khuôn mặt","8824","981","0","0"
"948","5","3","Cải trang Hổ vàng","YTB KhanhDTK","8828","-1","0","0"
"949","27","3","Thịt tươi","YTB KhanhDTK","7068","-1","0","0"
"950","27","3","Thịt tươi","YTB KhanhDTK","7068","-1","0","0"
"951","5","3","Cải trang Siêu Goku Tarzan","YTB KhanhDTK","8924","-1","0","0"
"952","5","3","Cải trang Hổ trắng","YTB KhanhDTK","8860","-1","0","0"
"953","5","3","Cải trang Hổ xanh","YTB KhanhDTK","8891","-1","0","0"
"954","11","3","Bó Hoa Hồng","YTB KhanhDTK","8933","54","0","0"
"955","11","3","Bó Hoa Vàng","YTB KhanhDTK","8934","55","0","0"
"956","33","3","Mảnh Đội trưởng Vàng","Đội trưởng Vàng là một con hổ hình người chắc nịch có cơ thể được bao phủ bởi bộ lông màu vàng, Goku đã đấm hắn ra khỏi máy bay của mình khi đang ở giữa không trung.","8935","-1","0","0"
"957","5","0","Cải trang Goku võ sĩ","Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây","8939","-1","0","0"
"958","5","1","Cải trang Pôcôlô võ sĩ","Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây","9001","-1","0","0"
"959","5","2","Cải trang Cađíc võ sĩ","Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây","8970","-1","0","0"
"960","28","3","Cờ trắng","Bật để PK đồ sát các màu cờ khác","9066","-1","0","0"
"961","28","3","Cờ đen","Bật để PK đồ sát các màu cờ khác","9065","-1","0","0"
"962","27","3","Capsule thời trang 5 ngày","YTB KhanhDTK","9109","-1","0","0"
"963","27","3","Capsule thời trang 7 ngày","YTB KhanhDTK","9109","-1","0","0"
"964","30","3","Sao pha lê","Ép vào đồ sao pha lê để tăng chỉ số","9176","-1","0","1"
"965","30","3","Sao pha lê","Ép vào đồ sao pha lê để tăng chỉ số","9175","-1","0","1"
"966","11","3","Trái bóng","YTB KhanhDTK","9396","56","0","0"
"967","21","3","Sao la","YTB KhanhDTK","9372","-1","0","0"
"968","5","3","Số 7 Goku","YTB KhanhDTK","9383","-1","0","0"
"969","5","3","Số 11 Gohan","YTB KhanhDTK","9387","-1","0","0"
"970","5","3","Số 6 Cađíc","YTB KhanhDTK","9385","-1","0","0"
"971","5","3","Số 2 Krilin","YTB KhanhDTK","9208","-1","0","0"
"972","5","3","Số 4 Thên Xin Hăng","YTB KhanhDTK","9326","-1","0","0"
"973","5","3","Số 10 Pôcôlô","YTB KhanhDTK","9207","-1","0","0"
"974","5","3","Số 1 Mabư","YTB KhanhDTK","9389","-1","0","0"
"975","5","3","Số 8 Biden","YTB KhanhDTK","9390","-1","0","0"
"976","5","3","Số 9 Quy lão Kamê","YTB KhanhDTK","9395","-1","0","0"
"977","5","3","Số 3 Poc","YTB KhanhDTK","9393","-1","0","0"
"978","5","3","Số 5 Pic","YTB KhanhDTK","9358","-1","0","0"
"979","27","3","Huy chương đồng","YTB KhanhDTK","9397","-1","0","0"
"980","27","3","Huy chương bạc","YTB KhanhDTK","9398","-1","0","0"
"981","27","3","Huy chương vàng","YTB KhanhDTK","9399","-1","0","0"
"982","11","3","Cúp vàng","YTB KhanhDTK","9402","57","0","0"
"983","11","3","Cờ cổ động","YTB KhanhDTK","9403","58","0","0"
"984","27","3","Capsule SEA games","YTB KhanhDTK","9109","-1","0","0"
"985","5","3","Cải trang Chill","YTB KhanhDTK","9405","-1","0","0"
"986","5","3","Cải trang Chill cấp 2","YTB KhanhDTK","9142","-1","0","0"
"987","27","3","Đá bảo vệ","Bảo vệ trang bị không bị rớt cấp","9406","-1","0","0"
"988","27","3","Mở rộng túi vàng","Thêm 100 triệu sức chứa vàng","9432","-1","0","0"
"989","0","0","0","0","0","0","0","0"
"990","5","3","Cải trang Biđen Siêu Nhân","YTB KhanhDTK","9433","-1","0","0"
"991","5","3","Cải trang Bản Cô Nương Siêu Nhân","YTB KhanhDTK","9458","-1","0","0"
"992","27","3","Nhẫn thời không sai lệch","Vật phẩm nhiệm vụ","9067","-1","0","0"
"993","27","3","Giỏ thức ăn","Vật phẩm nhiệm vụ","9489","-1","0","0"
"994","11","3","Vỏ ốc","YTB KhanhDTK","9602","60","0","0"
"995","11","3","Cây kem","YTB KhanhDTK","9605","61","0","0"
"996","11","3","Cá heo","YTB KhanhDTK","9608","62","0","0"
"997","11","3","Con diều","YTB KhanhDTK","9611","63","0","0"
"998","11","3","Diều rồng","YTB KhanhDTK","9614","64","0","0"
"999","11","3","Mèo mun","YTB KhanhDTK","9624","65","0","0"
"1000","11","3","Xiên cá","Vật phẩm sự kiện","9627","66","0","0"
"1001","11","3","Phóng lợn","Vật phẩm sự kiện","9630","67","0","0"
"1002","27","3","Cá nóc","Vật phẩm sự kiện","9595","-1","0","0"
"1003","27","3","Cá bảy màu","Vật phẩm sự kiện","9596","-1","0","0"
"1004","27","3","Cá diêu hồng","Vật phẩm sự kiện","9597","-1","0","0"
"1005","27","3","Xô cá xanh","Vật phẩm sự kiện","9598","-1","0","0"
"1006","27","3","Xô cá vàng","Vật phẩm sự kiện","9599","-1","0","0"
"1007","11","3","Ván lướt sóng","Vật phẩm sự kiện","9594","68","0","0"
"1008","27","3","Cua đỏ","Vật phẩm sự kiện","9621","-1","0","0"
"1009","27","3","Rương Tranh ngọc Namếc","Giấu bên trong nhiều vật phẩm quý giá","5007","-1","0","15000"
"1010","5","0","Cải trang Áo vịt cam","Vật phẩm sự kiện","9494","-1","0","0"
"1011","5","2","Cải trang Áo trắng hoa","Vật phẩm sự kiện","9525","-1","0","0"
"1012","5","1","Cải trang Nón rơm mùa hè","Vật phẩm sự kiện","9556","-1","0","0"
"1013","11","3","Kiếm ánh sáng","Vật phẩm sự kiện","9649","85","0","0"
"1014","27","3","Rađa dò ngọc Namếc","Vật phẩm nhiệm vụ","9651","-1","0","0"
"1015","12","3","Ngọc rồng Siêu Cấp","Thu thập để ước rồng thần","9650","-1","0","0"
"1016","29","3","Thuốc mỡ Ipana","Trong vòng tối đa 10 phút +10% sức đánh gốc và hồi phục HP,KI","9068","-1","0","0"
"1017","29","3","Thuốc mỡ Ipana đặc biệt","Trong vòng tối đa 30 phút +10% sức đánh gốc và hồi phục HP,KI","9068","-1","0","0"
"1018","5","0","Cải trang Broly","Cải trang thành Broly","9718","-1","0","0"
"1019","5","1","Cải trang Broly","Cải trang thành Broly","9780","-1","0","0"
"1020","5","2","Cải trang Broly","Cải trang thành Broly","9749","-1","0","0"
"1021","11","3","Búa Mjolnir","Vật phẩm sự kiện","9815","70","0","0"
"1022","11","3","Búa Stormbreaker","Vật phẩm sự kiện","9814","71","0","0"
"1023","11","3","Quạt ba tiêu","Vật phẩm sự kiện","9816","72","0","0"
"1024","11","3","Gậy như ý","Vật phẩm sự kiện","9704","73","0","0"
"1025","11","3","Bồ cào","Vật phẩm sự kiện","9706","74","0","0"
"1026","11","3","Nguyệt nha sản","Vật phẩm sự kiện","9707","75","0","0"
"1027","11","3","Quyền trượng","Vật phẩm sự kiện","9705","76","0","0"
"1028","11","3","Dao răng cưa","Vật phẩm sự kiện","9708","77","0","0"
"1029","27","3","Lọ nước phép","Dùng để nâng cấp Ngọc Rồng Trái Đất Siêu Cấp","9838","-1","0","0"
"1030","11","3","Cờ Hoa đăng","Vật phẩm sự kiện","9843","86","0","0"
"1031","11","3","Cờ Hoa sen","Vật phẩm sự kiện","9844","87","0","0"
"1032","27","3","Giấy màu","Vật phẩm sự kiện","9846","-1","0","0"
"1033","27","3","Lời chúc","Vật phẩm sự kiện","9847","-1","0","0"
"1034","27","3","Nến","Vật phẩm sự kiện","9848","-1","0","0"
"1035","27","3","Khung tre","Vật phẩm sự kiện","9845","-1","0","0"
"1036","27","3","Pháo hoa","Vật phẩm sự kiện","9849","-1","0","0"
"1037","27","3","Hoa đăng","Vật phẩm sự kiện","9850","-1","0","0"
"1038","27","3","Hoa đăng có lời chúc","Vật phẩm sự kiện","9851","-1","0","0"
"1039","21","3","Pet Thỏ ốm","Vật phẩm sự kiện","9973","-1","0","0"
"1040","21","3","Pet Thỏ mập","Vật phẩm sự kiện","9974","-1","0","0"
"1041","5","3","Thỏ hồng Bun ma","Vật phẩm sự kiện","9975","-1","0","0"
"1042","5","3","Thỏ đỏ Chi Chi","Vật phẩm sự kiện","9976","-1","0","0"
"1043","5","3","Thỏ đen Android 18","Vật phẩm sự kiện","9977","-1","0","0"
"1044","21","3","Pet King Kong","YTB KhanhDTK","12852","-1","0","0"
"1045","27","3","Đuôi khỉ","Vật phẩm sự kiện","5072","-1","0","0"
"1046","21","3","Pet Khỉ Bong Bóng","Vật phẩm sự kiện","9978","-1","0","0"
"1047","21","3","Pet Godzilla","YTB KhanhDTK","12853","-1","0","0"
"1048","0","0","Áo Thiên Sứ","Giúp giảm sát thương","10165","1105","0","0"
"1049","0","1","Áo Thiên Sứ","Giúp giảm sát thương","10185","1115","0","0"
"1050","0","2","Áo Thiên Sứ","Giúp giảm sát thương","10175","1110","0","0"
"1051","1","0","Quần Thiên Sứ","Giúp bạn tăng HP","10166","1106","0","0"
"1052","1","1","Quần Thiên Sứ","Giúp bạn tăng HP","10186","1116","0","0"
"1053","1","2","Quần Thiên Sứ","Giúp bạn tăng HP","10176","1111","0","0"
"1054","2","0","Găng Thiên Sứ","Giúp bạn tăng sức đánh","10168","-1","0","0"
"1055","2","1","Găng Thiên Sứ","Giúp bạn tăng sức đánh","10188","-1","0","0"
"1056","2","2","Găng Thiên Sứ","Giúp bạn tăng sức đánh","10178","-1","0","0"
"1057","3","0","Giầy Thiên Sứ","Giúp bạn tăng MP","10167","-1","0","0"
"1058","3","1","Giầy Thiên Sứ","Giúp bạn tăng MP","10187","-1","0","0"
"1059","3","2","Giầy Thiên Sứ","Giúp bạn tăng MP","10177","-1","0","0"
"1060","4","0","Nhẫn Thiên Sứ","Giúp tăng Chí Mạng","10169","-1","0","0"
"1061","4","1","Nhẫn Thiên Sứ","Giúp tăng Chí Mạng","10189","-1","0","0"
"1062","4","2","Nhẫn Thiên Sứ","Giúp tăng Chí Mạng","10179","-1","0","0"
"1063","5","0","Avatar Thiên Sứ","Giúp giảm sát thương","9979","1104","0","0"
"1064","5","1","Avatar Thiên Sứ","Giúp giảm sát thương","10099","1114","0","0"
"1065","5","2","Avatar Thiên Sứ","Giúp giảm sát thương","10039","1109","0","0"
"1066","27","3","Mảnh áo","Thu thập đủ 999 đến gặp Whis tại hành tinh Bill","10197","-1","0","0"
"1067","27","3","Mảnh quần","Thu thập đủ 999 đến gặp Whis tại hành tinh Bill","10198","-1","0","0"
"1068","27","3","Mảnh giầy","Thu thập đủ 999 đến gặp Whis tại hành tinh Bill","10199","-1","0","0"
"1069","27","3","Mảnh nhẫn","Thu thập đủ 999 đến gặp Whis tại hành tinh Bill","10201","-1","0","0"
"1070","27","3","Mảnh găng tay","Thu thập đủ 999 đến gặp Whis tại hành tinh Bill","10200","-1","0","0"
"1071","27","0","Công thức","Chế tạo trang bị thiên sứ Trái Đất","10210","-1","0","0"
"1072","27","1","Công thức","Chế tạo trang bị thiên sứ Namếc","10212","-1","0","0"
"1073","27","2","Công thức","Chế tạo trang bị thiên sứ Xayda","10211","-1","0","0"
"1074","27","3","Đá nâng cấp cấp 1","Vật phẩm hổ trợ","10202","-1","0","0"
"1075","27","3","Đá nâng cấp cấp 2","Vật phẩm hổ trợ","10203","-1","0","0"
"1076","27","3","Đá nâng cấp cấp 3","Vật phẩm hổ trợ","10204","-1","0","0"
"1077","27","3","Đá nâng cấp cấp 4","Vật phẩm hổ trợ","10205","-1","0","0"
"1078","27","3","Đá nâng cấp cấp 5","Vật phẩm hổ trợ","10195","-1","0","0"
"1079","27","3","Đá may mắn cấp 1","Vật phẩm hổ trợ","10206","-1","0","0"
"1080","27","3","Đá may mắn cấp 2","Vật phẩm hổ trợ","10207","-1","0","0"
"1081","27","3","Đá may mắn cấp 3","Vật phẩm hổ trợ","10208","-1","0","0"
"1082","27","3","Đá may mắn cấp 4","Vật phẩm hổ trợ","10209","-1","0","0"
"1083","27","3","Đá may mắn cấp 5","Vật phẩm hổ trợ","10196","-1","0","0"
"1084","27","0","Công thức VIP","Chế tạo trang bị thiên sứ Trái Đất","10213","-1","0","0"
"1085","27","1","Công thức VIP","Chế tạo trang bị thiên sứ Namếc","10215","-1","0","0"
"1086","27","2","Công thức VIP","Chế tạo trang bị thiên sứ Xayda","10214","-1","0","0"
"1087","5","3","Tanjiro","Sức đánh chí mạng tăng 30% trong 15 giây, mỗi 120 giây","10216","-1","0","0"
"1088","5","3","Inosuke Hashibira","Tăng 60% giáp trong 20 giây, mỗi 120 giây, 30% khi ở các võ đài và Ngọc Rồng Sao Đen","10247","-1","0","0"
"1089","5","3","Inosuke","Tăng 50% giáp trong 20 giây, mỗi 120 giây, 25% khi ở các võ đài và Ngọc Rồng Sao Đen","10342","-1","0","0"
"1090","5","3","Zenitsu","Làm mọi người lo lắng bị ảnh hưởng 30% tỉ lệ hụt khi đánh quái","10278","-1","0","0"
"1091","5","3","Nezuko","Trạng thái điên loạn: Sức đánh +15%, hồi 3% HP, KI cho bản thân và người ở gần trong 10 giây, mỗi 120 giây","10311","-1","0","0"
"1092","23","3","Gậy Quy Lão","Vật phẩm sự kiện. Dùng để bay phục hồi HP, KI","10485","11","0","0"
"1093","27","3","Đất trồng cây","Vật phẩm sự kiện","10478","-1","0","0"
"1094","27","3","Phân bón","Vật phẩm sự kiện","10479","-1","0","0"
"1095","27","3","Hạt mầm","Vật phẩm sự kiện","10480","-1","0","0"
"1096","27","3","Thuốc tăng trưởng","Vật phẩm sự kiện","10481","-1","0","0"
"1097","27","3","Chậu sứ","Vật phẩm sự kiện","10483","-1","0","0"
"1098","27","3","Hoa hồng xanh","Vật phẩm sự kiện","10482","-1","0","0"
"1099","27","3","Chậu hoa hồng xanh","Vật phẩm sự kiện","10484","-1","0","0"
"1100","11","3","Chậu hoa ăn thịt","Vật phẩm sự kiện, cắn gây sát thương 5% Hp mọi người xung quanh mỗi 5 giây","10486","81","0","0"
"1101","27","3","Lời chúc","Vật phẩm sự kiện","10489","-1","0","0"
"1102","27","3","Lời chúc VIP","Vật phẩm sự kiện","10490","-1","0","0"
"1103","5","3","Marron","Vật phẩm sự kiện","10440","-1","0","0"
"1104","5","3","Poc satan","Vật phẩm sự kiện","10491","-1","0","0"
"1105","5","3","Bun ma phù thủy","+10% né đòn cho mọi người trong 5 giây, hồi skill 20 giây","10522","-1","0","0"
"1106","5","3","Biden dracula","Phản sát thương 3% trong 5 giây, hồi skill 20 giây","10553","-1","0","0"
"1107","27","3","Pet Bí Ma Vương","Tăng 5% giáp cho chủ nhân trong 5 giây, hồi skill 20 giây","10589","-1","0","0"
"1108","11","3","Đinh ba Satan","Vật phẩm sự kiện","10600","82","0","0"
"1109","11","3","Chổi phù thủy","Vật phẩm sự kiện","10601","83","0","0"
"1110","11","3","Cánh thiên thần","Vật phẩm sự kiện","10602","84","0","0"
"1111","11","3","Cánh thiên thần 2","Vật phẩm sự kiện","10603","85","0","0"
"1112","11","3","Cây nắp ấm","Vật phẩm sự kiện","10614","86","0","0"
"1113","11","3","Cá Chà Bá","YTB KhanhDTK","10617","87","0","0"
"1114","27","3","Pet Ma vàng phù thủy","Tăng 5% chí mạng cho chủ nhân trong 5 giây, hồi skill 20 giây","10597","-1","0","0"
"1115","29","3","Máy dò Ngọc rồng sự kiện","Dùng để tìm kiếm Ngọc rồng sự kiện","434","-1","0","0"
"1116","27","3","Hòm Halloween","Vật phẩm sự kiện","10626","-1","0","0"
"1117","27","3","Thiệp Halloween","Vật phẩm sự kiện","10627","-1","0","0"
"1118","27","3","W","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10628","-1","0","0"
"1119","27","3","O","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10629","-1","0","0"
"1120","27","3","R","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10630","-1","0","0"
"1121","27","3","L","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10631","-1","0","0"
"1122","27","3","D","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10632","-1","0","0"
"1123","27","3","C","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10633","-1","0","0"
"1124","27","3","U","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10634","-1","0","0"
"1125","27","3","P","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10635","-1","0","0"
"1126","27","3","20","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10636","-1","0","0"
"1127","27","3","22","Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lão","10637","-1","0","0"
"1128","11","3","Cờ logo Quatar 1","Vật phẩm sự kiện","10638","88","0","0"
"1129","11","3","Cờ logo Quatar 2","Vật phẩm sự kiện","10639","89","0","0"
"1130","11","3","Cờ giày vàng","Vật phẩm sự kiện","10640","90","0","0"
"1131","23","3","Quả bóng siêu việt","Vật phẩm sự kiện","10664","12","0","0"
"1132","27","3","Fan cuồng bóng đá","Vật phẩm sự kiện","10667","-1","0","0"
"1133","27","3","Fan gà nửa mùa","Vật phẩm sự kiện","10666","-1","0","0"
"1134","27","3","Thiệp World Cup","Vật phẩm sự kiện","10668","-1","0","0"
"1135","27","3","Capsule World Cup","Vật phẩm sự kiện","10678","-1","0","0"
"1136","27","3","Capsule World Cup VIP","Vật phẩm sự kiện","10679","-1","0","0"
"1137","11","3","Cờ GOAL","Vật phẩm sự kiện","10641","91","0","0"
"1138","11","3","Cờ FIFA","Vật phẩm sự kiện","10642","92","0","0"
"1139","11","3","Quả Bóng Vàng","Vật phẩm sự kiện","10643","93","0","0"
"1140","11","3","Mèo mun đột biến","Vật phẩm sự kiện","10697","94","0","0"
"1141","27","3","Phiếu giảm giá Black Friday","Vật phẩm sự kiện","4030","-1","0","0"
"1142","11","3","Bong bóng heo","Vật phẩm sự kiện","10706","95","0","0"
"1143","27","3","Đá bảo vệ (Khóa)","Bảo vệ trang bị không bị rớt cấp","9406","-1","0","0"
"1144","23","3","Phượng hoàng lửa","Vật phẩm sự kiện","10710","13","0","0"
"1145","5","3","Cải trang Black goku ssj 3 White","Vật phẩm sự kiện","10711","-1","0","0"
"1146","5","0","Avatar Gohan White","Dùng để thay đổi khuôn mặt","10686","1167","0","0"
"1147","5","2","Avatar Gohan White","Dùng để thay đổi khuôn mặt","10686","1167","0","0"
"1148","5","1","Avatar Gohan White","Dùng để thay đổi khuôn mặt","10707","1168","0","0"
"1149","11","3","Cánh thiên sứ hắc ám","Vật phẩm sự kiện","10694","96","0","0"
"1150","29","3","Cuồng nộ 2","Trong vòng tối đa 10 phút +120% sức đánh gốc","10716","-1","0","0"
"1151","29","3","Bổ khí 2","Trong vòng tối đa 10 phút +120% KI","10715","-1","0","0"
"1152","29","3","Bổ huyết 2","Trong vòng tối đa 10 phút +120% HP","10714","-1","0","0"
"1153","29","3","Giáp Xên bọ hung 2","Trong vòng tối đa 10 phút giảm 60% sát thương ","10712","-1","0","0"
"1154","29","3","Ẩn danh 2","Khi bạn cần sự riêng tư +10 phút (tối đa 40 phút) hạ địch không để lại tên trong danh sách kẻ thù và không cho phép người khác dịch chuyển tức thời đến","10717","-1","0","0"
"1155","5","0","Noel 2022 Goku","Vật phẩm sự kiện","10718","-1","0","0"
"1156","5","2","Noel 2022 Cađíc","Vật phẩm sự kiện","10749","-1","0","0"
"1157","5","1","Noel 2022 Pôcôlô","Vật phẩm sự kiện","10780","-1","0","0"
"1158","11","3","Chú lùn","Vật phẩm sự kiện","10840","97","0","0"
"1159","11","3","Chú lùn","Vật phẩm sự kiện","10841","98","0","0"
"1160","11","3","Chú lùn","Vật phẩm sự kiện","10842","99","0","0"
"1161","11","3","Chú lùn","Vật phẩm sự kiện","10843","100","0","0"
"1162","11","3","Chú lùn","Vật phẩm sự kiện","10844","101","0","0"
"1163","11","3","Chú lùn","Vật phẩm sự kiện","10845","102","0","0"
"1164","11","3","Chú lùn","Vật phẩm sự kiện","10846","103","0","0"
"1165","27","3","Chuông đồng","Vật phẩm sự kiện","10847","-1","0","0"
"1166","27","3","Cá tuyết","Vật phẩm sự kiện","10848","-1","0","0"
"1167","27","3","Bánh quy","Vật phẩm sự kiện","10849","-1","0","0"
"1168","27","3","Kẹo đường","Vật phẩm sự kiện","10850","-1","0","0"
"1169","27","3","Kẹo người tuyết","Vật phẩm sự kiện","10851","-1","0","0"
"1170","27","3","Gói quà","Vật phẩm sự kiện","10852","-1","0","0"
"1171","27","3","Túi 7 chú lùn","Vật phẩm sự kiện","10853","-1","0","0"
"1172","23","3","Xe heo tuần lộc","Vật phẩm sự kiện","10855","14","0","0"
"1173","27","3","Rương Mảnh Thiên Sứ","Vật phẩm sự kiện","10854","-1","0","0"
"1174","5","0","Kimono","Vật phẩm sự kiện","10915","-1","0","0"
"1175","5","1","Kimono","Vật phẩm sự kiện","10973","-1","0","0"
"1176","5","2","Kimono","Vật phẩm sự kiện","10944","-1","0","0"
"1177","27","3","Mãng cầu","Vật phẩm sự kiện","10884","-1","0","0"
"1178","27","3","Quả dừa","Vật phẩm sự kiện","10885","-1","0","0"
"1179","27","3","Đu đủ","Vật phẩm sự kiện","10886","-1","0","0"
"1180","27","3","Quả xoài","Vật phẩm sự kiện","10887","-1","0","0"
"1181","27","3","Trái sung","Vật phẩm sự kiện","10888","-1","0","0"
